OBJECTID,FUNC_LOC_I,NAME,ADDRESS,ADDR3,AREA_SQ_M,RFOS_CATEGORY,RFOS_SUB_CATEGORY,MAINTAINED_BY,GlobalID
152128,K-AINGEA,AINGEAL PARK,2 AINGEAL PLACE,OXENFORD,3580,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,e99af239-e03a-4da1-aa70-d6cdb64ca29e
152129,K-ALBANY,ALBANY AVENUE RESERVE,ALPHA AVENUE,CURRUMBIN,11552,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,f5633ed5-e3ea-422c-bc0d-6cba27adfcd8
152130,K-ALBATR,ALBATROSS PARK,25A ALBATROSS AVENUE,MERMAID BEACH,2431,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,fbcd46ce-5a33-4fbe-84d4-2cc6a2512d49
152131,K-KOSC02,KOSCIUSKO CRESCENT RESERVE,EDMUND RICE DRIVE,SOUTHPORT,34829,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,5433944f-da8e-4dc4-b3ff-34dcbdabe6ec
152132,K-MERIDI,MERIDIEN PARK,22B MERIDIEN AVENUE,VARSITY LAKES,12469,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,6ffb8d52-2f0b-4732-b89d-30c24d516609
152133,K-PURLIN,PURLINGBROOK CONSERVATION AREA,139 CARRICKS ROAD,SPRINGBROOK,245799,GOLD COAST CONSERVATION ESTATE,CONSERVATION AREA,GCCC,08961943-8981-49ab-b113-07801873165b
152134,K-QCWAPA,QCWA PARK,82 MORTENSEN ROAD,NERANG,9507,OPEN SPACE PARKS,AMENITY SPACE,GCCC,6ae5b50f-d9e2-4845-ad65-bb5b7445d684
152135,K-QUAILP,QUAIL PARK,OLD COACH ROAD,UPPER COOMERA,718,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,376cf733-2956-4756-af4b-8c2b2cb0e529
152136,K-QUAMBO,QUAMBONE STREET RESERVES,63 QUAMBONE STREET,WORONGARY,21113,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,4eb2318a-9af2-4001-8cd7-8bda31d69b9c
152137,K-QUARRY,QUARRY FREEWAY ISLAND PARKLAND,PACIFIC HIGHWAY,REEDY CREEK,53822,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,6e7e5fae-7b19-40b9-b6cf-748e55e661af
152138,K-QUEENA,QUEEN ANNE COURT RESERVE,THE SOVEREIGN MILE,PARADISE POINT,5037,OPEN SPACE PARKS,LOCAL RECREATION PARK,EXTERNAL,99eff556-30a0-485e-a278-70f6d7dfb2ca
152139,K-EAST02,EASTERN YELLOW RESERVE,TAHLIA COURT,BONOGIN,28891,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,8845d321-c0c5-4a2d-813d-aafb23729dce
152140,F-SFCARI,GOLD COAST SPORTS AND LEISURE CENTRE,NERANG BROADBEACH ROAD,CARRARA,15050,COMMUNITY FACILITIES,INDOOR SPORTS AND RECREATION,GCCC,0028bbec-5c37-475f-8bc1-f194c5d1a757
152141,K-PARK03,PARKWOOD FAMILY PARK,SMITH STREET,PARKWOOD,176953,GOLD COAST CONSERVATION ESTATE,ENVIRONMENTAL RESERVE,GCCC,33b825fe-28bb-4262-b31a-632161e29213
152142,K-PARK03,PARKWOOD FAMILY PARK,SMITH STREET,PARKWOOD,5339,UTILITY RESERVE,UTILITY RESERVE,GCCC,29cd19b1-9cf9-4240-b8ea-bead7a09586c
152143,K-RISING,RISING FAST ROAD RESERVE,STRAWBERRY ROAD,MUDGEERABA,37262,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,d28966b3-3f27-4468-a1ae-a12c1d678be6
152144,K-RITAJO,RITA & JOHN ALLSOP PARK,192 GOVERNMENT ROAD,LABRADOR,3210,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,9e4f0612-7b27-4805-8936-edf3af12244a
152145,K-RIVERD,RIVER DOWNS PARK,30 CONDAMINE CRESCENT,HELENSVALE,8452,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,6cdf972c-0ca2-4f4b-8811-8988105a70ff
152146,K-RIVE13,RIVER LINKS BOULEVARDE EAST PARK,RIVER LINKS BOULEVARDE EAST,HELENSVALE,1263,OPEN SPACE PARKS,AMENITY SPACE,GCCC,6f3a7910-bbd9-4742-887b-e86415e526a7
152147,K-RIVE01,RIVER LINKS RESERVE 2,RIVER LINKS BOULEVARDE,HELENSVALE,356,OPEN SPACE PARKS,AMENITY SPACE,GCCC,900a50ec-2cd8-4bf9-84c7-20ea17f4eb62
152148,K-RIVE03,RIVER LINKS RESERVE 4,RIVER LINKS BOULEVARDE,HELENSVALE,366,OPEN SPACE PARKS,AMENITY SPACE,GCCC,0de77178-61fc-4e88-88bd-bcba28f933f6
152149,K-RIVERO,RIVER OAK DRIVE RESERVE,112 RIVER OAK DRIVE,HELENSVALE,1765,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,f4f9b253-8ccd-43a2-abcd-829127840aaf
152150,K-RIVE04,RIVER PARK,32 NERANG STREET,NERANG,2178,OPEN SPACE PARKS,AMENITY SPACE,GCCC,0d851bec-1fd7-4695-99e2-51f6bbad6a02
152151,K-RIVE14,RIVERGUM PARK,SHOALHAVEN AVENUE,PACIFIC PINES,4383,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,037c1f63-504a-4934-937f-dd0680aa196b
152152,K-RIVE16,RIVERLINK ENTRANCE RESERVE,OXENFORD SOUTHPORT ROAD,HELENSVALE,4577,OPEN SPACE PARKS,AMENITY SPACE,GCCC,fa5e912f-c7ec-43c7-80f4-29d6dfa6c92c
152153,K-RIVERM,RIVERMEADOWS PARK,RIVER MEADOWS DRIVE,UPPER COOMERA,8405,QUEENSLAND CONSERVATION ESTATE,UNALLOCATED,EXTERNAL,acba1113-3dea-454b-8075-616600bd9676
152154,K-RIVE06,RIVERPARK DRIVE RESERVE,1A FORESTWOOD COURT,NERANG,433,OPEN SPACE PARKS,AMENITY SPACE,GCCC,b3ee660c-dbac-4993-bfc0-a50436865631
152155,K-RIVE07,RIVERPARK RESERVE,6 RIVERPARK DRIVE,NERANG,351,OPEN SPACE PARKS,AMENITY SPACE,GCCC,b2ac7f57-0f30-4ef8-88dc-09adb28fde2c
152156,K-THEVIL,THE VILLAGE PARK,ENTERTAINMENT ROAD,OXENFORD,11168,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,5ec437a3-f792-437e-8914-f72066be0904
152157,K-NORTHV,NORTH VIEW BOARDWALK,NORTH VIEW STREET, HOPE ISLAND,5628.4295372,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,05048d3a-5b4d-4e71-9c05-e066795b6859
152158,K-FINN01,FINNEGAN ENVIRONMENTAL RESERVE,GARDEN ROAD,COOMERA,4866.23320568,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,3352e71e-2009-4a39-bb3b-6b33eb73f232
152159,K-NGCOMO,COMO CRESCENT PARK,2 COMO CRESCENT,SOUTHPORT,1952,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,1dfa35ad-e2b7-4b43-b6d2-e6f2d0c131b4
152160,K-CERIXP,C.E.RIX PARK,15 TROY KNIGHT DRIVE,PIMPAMA,5671,UTILITY RESERVE,UTILITY RESERVE,EXTERNAL,257a64f2-92ef-4609-91aa-4d157a219a1e
152161,K-KILMAR,KILMARTIN RESERVE,KILMARTIN ESPLANADE,BIGGERA WATERS,1978,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,35361746-1fa6-4e48-a400-1d3b3c984e8c
152162,K-RUFOUS,RUFOUS WHISTLER PARK,DEEPAK DRIVE,WILLOW VALE,4370.25066752,UTILITY RESERVE,UTILITY RESERVE,GCCC,d5c1127d-4026-443f-bdd9-331e8f4d5fb6
152163,K-COUN02,COUNTRY PARADISE PARKLANDS,BILLABIRRA CRESCENT,NERANG,11614.99905856,SPORTS PARKS,DISTRICT SPORTS PARK,GCCC,aa0e1269-e331-48e4-a345-d7958c3a2ede
152164,K-VARS05,VARSITY LAKES WETLANDS RESERVE,SCOTTSDALE DRIVE,VARSITY LAKES,5567,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,768c074a-9e47-456c-af43-380718d9a590
152165,K-DONMCS,DON MCSWEEN PARK,MARINE PARADE,MIAMI,4862,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,6a6b6ca9-2134-43ff-9298-2e4836f2bb1a
152166,K-DRAYTO,DRAYTON PARK,2 DRAYTON TERRACE,MERMAID WATERS,6859,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,876b8b3f-8aa7-4f25-925d-402a7945ef23
152167,K-DRIFTW,DRIFTWOOD PARK,SMITH STREET,PARKWOOD,85715,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,dba59aed-d424-420c-94b2-75c3a079b84c
152168,K-DUNL01,DUNLIN DRIVE LINK PARK,114A DUNLIN DRIVE,BURLEIGH WATERS,457,UTILITY RESERVE,UTILITY RESERVE,GCCC,61548564-cb94-4366-9799-0a1f63f581e8
152169,K-MAIDEN,MAIDENWELL PARK,MAIDENWELL ROAD,ORMEAU,9685.11440634,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,3eba00cd-157c-4766-8cc5-288d71e7fc56
152170,K-BOTTLE,BOTTLEBRUSH RESERVE,COX ROAD,PIMPAMA,2032.22815938,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,56cc25e8-da4d-4e08-a061-a8f7cadee01d
152171,K-SOUT01,SOUTH SOVEREIGN DRIVE RESERVE,17A SOVEREIGN DRIVE,MERMAID WATERS,1681,OPEN SPACE PARKS,AMENITY SPACE,GCCC,2af0249a-6e12-4c5d-becd-921400bf03a6
152172,F-OTSSTR,SOUTH STRADBROKE ISLAND CONSERVATION AREA,SOUTH STRADBROKE ISLAND,SOUTH STRADBROKE,504320,GOLD COAST CONSERVATION ESTATE,CONSERVATION AREA,GCCC,d0546304-31f8-4834-8865-be36e16ee0f4
152173,K-SOUT07,SOUTH STRADBROKE ISLAND CONSERVATION PARK JUMPINPIN SECTION,SOUTH STRADBROKE ISLAND,SOUTH STRADBROKE,1799062,QUEENSLAND CONSERVATION ESTATE,CONSERVATION PARK,GCCC,46f524a7-7323-446d-9d07-c25f98791bc0
152174,K-ROSSWO,ROSSWOOD COURT RESERVE,HELENSVALE ROAD,HELENSVALE,1826,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,ef350ea8-7e88-4812-a849-d296558f56ae
152175,K-ROSSWO,ROSSWOOD COURT RESERVE,HELENSVALE ROAD,HELENSVALE,2251,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,366a6b1c-337c-469d-9d48-79e320b38012
152176,K-ROTA02,ROTARY PARK (MUDGEERABA),49 RAILWAY STREET,MUDGEERABA,2751,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,c6f32ebf-ac93-414a-92ad-dc47db2e96ba
152177,K-LAKE08,LAKEVIEW DOWNS PARKLANDS,BURLEY GRIFFIN DRIVE,MAUDSLAND,12843,OPEN SPACE PARKS,WATER BODY,GCCC,fe2b9f76-e491-48aa-be6b-cb73fd2a0cfe
152178,K-TWIGGY,TWIGGY MYRTLE PARK,1 ADELONG CLOSE,UPPER COOMERA,5873,OPEN SPACE PARKS,AMENITY SPACE,GCCC,91d97990-f1b4-455c-a9d8-6dcc9fcc9dda
152179,K-LAKEPA,LAKE PALM BEACH RECREATIONAL PARK,5 IRONBARK STREET,ELANORA,7071,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,acdbed3a-0f94-4302-9ae8-a910a8c9f6d6
152180,K-LAKERO,LAKE ROYAL PALMS PARK,12 ROYAL PALM DRIVE,STEIGLITZ,2644,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,f8a7e5aa-b102-43ad-ba03-ec3ee8111b4c
152181,K-LAKERO,LAKE ROYAL PALMS PARK,12 ROYAL PALM DRIVE,STEIGLITZ,23713,OPEN SPACE PARKS,WATER BODY,GCCC,dd364184-e67e-4fb1-9fd2-75037798c7ea
152182,K-LAKE05,LAKE VIEW PARK,JABIRU AVENUE,BURLEIGH WATERS,7335,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,03b45934-15c7-41ec-9b62-80caeb03a23e
152183,K-LAKE06,LAKE VIEW PARK MONTEREY KEYS,1 CREEKVIEW STREET,HELENSVALE,887,OPEN SPACE PARKS,AMENITY SPACE,GCCC,0520cf21-38d6-44e7-b13a-ee1b275eef3f
152184,K-LAKE07,LAKE WONDERLAND PARK,330 RIO VISTA BOULEVARDE,MERMAID WATERS,4560,OPEN SPACE PARKS,AMENITY SPACE,GCCC,cb66e444-cd6f-4d8e-b514-2423c5d0fef5
152185,,NERANG NATIONAL PARK,,NERANG,16622302,QUEENSLAND CONSERVATION ESTATE,NATIONAL PARK,EXTERNAL,4b3efe8c-d495-479a-a995-fde952ed8e18
152186,K-LION02,LIONS PARK (CARRARA),1 MADIGAN ROAD,CARRARA,4479,UTILITY RESERVE,UTILITY RESERVE,GCCC,32d9725b-88c8-43e3-8c11-ee3f607435d7
152187,F-NGCHAR,CHARDONS BRIDGE PARK,1 CHARDONS BRIDGE ROAD,CEDAR CREEK,6192,COMMUNITY FACILITIES,CENTRE / HALL,GCCC,f309e67d-6ab9-4067-88c4-7b64b3f770b5
152188,K-CHANEL,CHANELL CLOSE ENTRANCE RESERVE,404 PINE RIDGE ROAD,COOMBABAH,687,OPEN SPACE PARKS,AMENITY SPACE,GCCC,c1c91535-73b1-4cb7-bc6c-c69c54b8f80d
152189,K-CHAN02,CHANTRILL AVENUE DRAINAGE RESERVE,10A CHANTRILL AVENUE,NERANG,2099,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,08442849-c938-4e58-9c3e-232775640605
152190,K-CHAN03,CHANTRILL PARK,4A CHANTRILL AVENUE,NERANG,1377,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,c20e2b80-d344-4bbf-818c-5d2009c78cad
152191,K-CHAR02,CHARLIES CROSSING PARK WEST SECTION,41 CHARLIES CROSSING ROAD NORTH,UPPER COOMERA,20196,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,2170fc18-466b-4f7c-bd03-035c90ddde32
152192,K-CHELTE,CHELTENHAM PARK,1A ROBINA TOWN CENTRE DRIVE,ROBINA,4242,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,86845da2-ec57-4c0a-8b07-07b1604bcf6b
152193,K-CHELTE,CHELTENHAM PARK,1A ROBINA TOWN CENTRE DRIVE,ROBINA,39830,SPORTS PARKS,LOCAL SPORTS PARK,GCCC,f7a9d02f-357d-4725-a51a-2f56b00cac63
152194,K-SKYBUR,SKYBURNETT RESERVE,SKYBURNETT STREET,REEDY CREEK,49016,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,a17f2afb-f607-4c53-9ffc-2a52b518cd5d
152195,K-FINNPK,FINNEGAN PARK ,CELESTIAL WAY,COOMERA,251,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,72732838-cb7e-4c7c-a6ba-4f7894fe6214
152196,K-FIREST,FIRESTONE PARK,20 FIRESTONE COURT,ROBINA,774,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,7431e585-dfc9-40ec-abba-c8705c219365
152197,K-TIMB02,TIMBERVIEW DR RESERVE,TIMBERVIEW DRIVE,WONGAWALLAN,700779,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,80e5bda1-d418-476d-908e-61e4ad4e56db
152198,K-TIMB02,TIMBERVIEW DR RESERVE,TIMBERVIEW DRIVE,WONGAWALLAN,180501,UTILITY RESERVE,UTILITY RESERVE,GCCC,ea120798-7f33-4516-bf40-c478af3a7c68
152199,K-SOUTHP,SOUTHPORT RESERVE,SMITH STREET,SOUTHPORT,36870,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,3d59cf8a-0598-4fa9-9b39-87aa5a2af12f
152200,K-SOUTHP,SOUTHPORT RESERVE,SMITH STREET,SOUTHPORT,3501,UTILITY RESERVE,UTILITY RESERVE,GCCC,e3801285-224b-4154-82e3-a1da66fab1e1
152201,K-SOVE02,SOVEREIGN DRIVE PARK,54 SOVEREIGN DRIVE,MERMAID WATERS,2583,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,267a850c-6465-409f-a771-a0c0fff6eae2
152202,K-SOWARD,SOWARD PARK,43A SALVADO DRIVE,PACIFIC PINES,5724,OPEN SPACE PARKS,AMENITY SPACE,GCCC,e3014001-8d19-4208-8af1-72cf00c641cd
152203,K-SPENCE,SPENCER ROAD RESERVE,130A SPENCER ROAD,CARRARA,5401,OPEN SPACE PARKS,AMENITY SPACE,GCCC,c9440690-b741-4492-ac39-adcfe8e6c17e
152204,K-CURR12,CURRUMBIN CREEK ROADSIDE RESERVE,CURRUMBIN CREEK ROAD,CURRUMBIN VALLEY,4121,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,c7f7ecdd-f24a-469c-8628-1248cdb76ade
152205,K-CURR15,CURRUMBIN HILL CONSERVATION AREA,31 MURRABA STREET,CURRUMBIN,1013,GOLD COAST CONSERVATION ESTATE,CONSERVATION AREA,GCCC,777adcd2-235e-4009-b1d2-129493aee101
152206,,CURRUMBIN HILL CONSERVATION PARK,GOLD COAST HIGHWAY,CURRUMBIN,41961,QUEENSLAND CONSERVATION ESTATE,CONSERVATION PARK,EXTERNAL,61ddf70f-3b1a-475f-8d6c-25b398be5838
152207,K-CURR04,CURRUMBIN HILLS PARK,25 BIENVENUE DRIVE,CURRUMBIN WATERS,24690,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,ea451af2-e10c-46d4-8207-3007fd411c22
152208,K-CURR04,CURRUMBIN HILLS PARK,25 BIENVENUE DRIVE,CURRUMBIN WATERS,52285,SPORTS PARKS,DISTRICT SPORTS PARK,GCCC,4abe478a-091a-4325-997d-8a2c9d461165
152209,K-YOURPA,YOUR PARK,5 BLOODWOOD CRESCENT,MOLENDINAR,27634,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,ba9e4ede-796c-412a-83da-f93e3294eadb
152210,K-YOWANI,YOWANI STREET RESERVE,26 YOWANI STREET,ROBINA,664,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,4383a9c8-fe19-4990-bb7f-b6b4e9b70ede
152211,K-LITT09,LITTLE NERANG ROAD PARK,33 LITTLE NERANG ROAD,MUDGEERABA,21044,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,6e44993a-31fe-4613-85c4-11ed910a1524
152212,K-LITT09,LITTLE NERANG ROAD PARK,33 LITTLE NERANG ROAD,MUDGEERABA,5584,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,8d4096e7-89b5-4425-b2b6-b61481880333
152213,K-PENDRA,PENDRAAT PARK,COVA BOULEVARD,HOPE ISLAND,1097,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,f4c9d5ff-12b2-4341-b8dd-108d2642dbfa
152214,K-WALTER,WALTER PARK,SOLOMON LANE,WONGAWALLAN,58815,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,e0d4fb44-474c-4d15-b9d3-deb2dbe1c4f9
152215,K-STOCKM,STOCKMAN RESERVE,17A STOCKMAN CRESCENT,MUDGEERABA,2685,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,b218a122-593f-42e2-b429-4e49304766e6
152216,K-BUTCHE,BUTCHER BIRD PARK,WAVERLEY DRIVE,PIMPAMA,12395.74336033,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,c7f8f0ac-8454-4487-b36d-862dc266f38c
152217,K-CALLIS,CALLISTEMON RESERVE,60 DISCOVERY DRIVE,HELENSVALE,1711,OPEN SPACE PARKS,AMENITY SPACE,GCCC,7e23982a-6d99-4994-bf0d-9e62e1617147
152218,K-STOKES,STOKES PARK,13A TASKE RISE,PACIFIC PINES,4957,OPEN SPACE PARKS,AMENITY SPACE,GCCC,4276e56f-2212-4041-90ae-45d56c5ccd9d
152219,K-NORF01,NORFOLK BUFFER PARK,2564 PACIFIC HIGHWAY,ORMEAU,69942,OPEN SPACE PARKS,AMENITY SPACE,GCCC,97d59f2b-bf55-4999-8eba-bce9b48e11cd
152220,K-DERBYP,DERBY PARK,17A BEDFORD CRESCENT,MUDGEERABA,51372,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,2acc4d8b-bf88-44dc-8535-051baaf74a2c
152221,K-DEXTER,DEXTER PARK,10A OLYMPUS DRIVE,ROBINA,15264,UTILITY RESERVE,UTILITY RESERVE,GCCC,615990e9-5830-4460-8005-167777eb4444
152222,K-DIAMON,DIAMOND SANDS RESERVE,DIAMOND SAND DRIVE,UPPER COOMERA,1681,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,6cb56ec2-9f00-4e7f-bcd4-ad9b2c26c209
152223,K-AARONA,AARON ANDREWS PARK,26 BUSHMEAD STREET,NERANG,1595,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,342126e4-7d4f-4142-a353-9935b1d1a374
152224,K-AARONA,AARON ANDREWS PARK,26 BUSHMEAD STREET,NERANG,6289,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,ef30e238-4551-40fc-a73c-92fc859f2aa3
152225,K-STEW04,STEWARTS PARK (ORMEAU),STEWARTS ROAD,ORMEAU,15472,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,2218578b-7b64-4a0d-9e81-8e4c9a2b66ba
152226,K-STIRLI,STIRLING PARK,14 BILGOLA PLACE,ROBINA,967,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,8da2c002-0e61-4d4f-9ca0-2054d982c8f6
152227,K-STOCKD,STOCKDALE STREET PARKLANDS,STOCKDALE STREET,PACIFIC PINES,4724,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,6319386b-f51e-41b4-a9dc-23e4f39859ca
152228,K-STOLLE,STOLLE PARK,5 STOLLE COURT,OXENFORD,24404,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,5362092a-f65a-474d-99fc-dbb88cf50c6c
152229,K-BROOKF,BROOKFIELD COURT RESERVE,28A YAMANIE COURT,NERANG,1278,UTILITY RESERVE,ACCESS LINKAGE,GCCC,9b430551-0786-43ca-8f3a-97777e2f181a
152230,K-PORT02,PORT JACKSON BOULEVARD RESERVES,46 PORT JACKSON BOULEVARDE,CLEAR ISLAND WATERS,1014,OPEN SPACE PARKS,AMENITY SPACE,GCCC,b158beda-3823-47d4-af83-dfa2dd5f4a25
152231,K-MCKENZ,MCKENZIE PARK,20 CAYUGA ROAD,NERANG,4683,COMMUNITY FACILITIES,INDOOR SPORTS AND RECREATION,GCCC,aebd60ee-6c33-4487-a086-1c4f34f2bbe2
152232,K-WARDPA,WARD PARK,6 BLAKE STREET,SOUTHPORT,6590,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,a8769eba-7c98-4452-b63a-7b0960b12991
152233,K-GOLD04,GOLDEN WHEEL PARK,111 ALLIED DRIVE,ARUNDEL,14738,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,912519b9-9750-4cbc-828a-55916a4514cd
152234,K-TOURMA,TOURMALINE RESERVE,BARDEN RIDGE ROAD,REEDY CREEK,22170,UTILITY RESERVE,UTILITY RESERVE,GCCC,b6fa57ee-a3fa-44a7-94fb-841cdc045fdc
152235,K-SUNTOW,SUNTOWN SPORTS PARK,175 NAPPER ROAD,ARUNDEL,52695,SPORTS PARKS,SPECIALISED SPORTS PARK,GCCC,7f30e3d2-c5ee-453a-a4c6-a13712acb18a
152236,K-WALL01,WALLABY DR RESERVE,33 HARDYS ROAD,MUDGEERABA,97928,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,d363a3c1-00dd-4731-844a-0e65c10c8baa
152237,K-VINEYP,VINEY PARK,42 BEATTIE ROAD,COOMERA,13720,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,b95bdabd-f217-480b-ba0c-50dc3b72ff6b
152238,K-VINEYP,VINEY PARK,42 BEATTIE ROAD,COOMERA,2744,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,1b186bf9-22c0-4767-a125-c1ab7bfa5a8d
152239,F-NGNUMI,NUMINBAH VALLEY SCHOOL OF ARTS,2136 NERANG MURWILLUMBAH ROAD,NUMINBAH VALLEY,2801,COMMUNITY FACILITIES,CENTRE / HALL,GCCC,f5588e23-e9bb-4d2e-9fa9-829a47ed43c5
152240,K-OCONNE,O'CONNELL PARK,58 OCEAN STREET,RUNAWAY BAY,20257,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,801f1774-9f70-4a94-932b-7a3977731f79
152241,,OAK ISLAND CONSERVATION AREA,OAK ISLAND,SOUTHERN MORETON BAY ISLANDS,123502,QUEENSLAND CONSERVATION ESTATE,UNALLOCATED,EXTERNAL,cc07c5f1-879c-48f4-9411-041f41e44494
152242,K-OAKYCR,OAKY CREEK RESERVE,85 BEATTIE ROAD,COOMERA,12991,GOLD COAST CONSERVATION ESTATE,ENVIRONMENTAL RESERVE,GCCC,00f9765f-62bd-46b3-a4cb-7211859feac3
152243,K-OBSERV,OBSERVATORY PARK,JODRELL COURT,REEDY CREEK,1844,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,1b3dc1a3-e6c2-4eb1-950c-943cc485614d
152244,K-ROBI11,ROBINA WATERS PARK,BERMUDA STREET,ROBINA,5036,OPEN SPACE PARKS,AMENITY SPACE,GCCC,1261c6d1-74cc-4362-a5e9-05009ba0d950
152245,K-FIRTHP,FIRTH PARK,SOMERSET DRIVE,MUDGEERABA,2514,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,ea0bfc3c-fecc-4abe-87bb-229ff8f2085f
152246,K-FLAMET,FLAME TREES PARK,FLAME TREES CRESCENT,MAUDSLAND,3620,OPEN SPACE PARKS,AMENITY SPACE,GCCC,a9a73862-17fe-45cd-b511-2b7b370ab3d9
152247,K-FLEETW,FLEETWOOD PARK,RIVER LINKS BOULEVARDE EAST,HELENSVALE,312,OPEN SPACE PARKS,AMENITY SPACE,GCCC,43f5eef3-2acb-4072-b254-d7467bf84ddc
152248,K-FINN01,FINNEGAN ENVIRONMENTAL RESERVE,ANDROMEDA DRIVE,COOMERA,2557,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,5a683880-794e-456f-a7f9-6a961d7817ad
152249,K-BALFOU,BALFOUR PARK,39 BALFOUR CRESCENT,HIGHLAND PARK,1871,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,6113159f-d583-4949-918c-2b8edf3b54a4
152250,K-NEVENI,NEVENIA ST DRAINAGE RESERVE,NEVENIA STREET,LABRADOR,602,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,a5562e12-fb96-43f5-b5df-168d69baf9b8
152251,K-BASSRE,BASS RESERVE,"24A BASS COURT, OXENFORD",OXENFORD,4653.64863384,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,9913411a-a26b-49f1-8ee5-a7931cb87eee
152252,K-NEWPOR,NEWPORT PARK,109 NEWPORT DRIVE,ROBINA,2944,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,61fb4cbb-84a8-4019-a861-6019006b4fde
152253,K-ROBI08,ROBINA PARKWAY BUFFERS,ROBINA PARKWAY,ROBINA,1149,OPEN SPACE PARKS,AMENITY SPACE,GCCC,a88bfbf7-54d3-4936-96f2-cc83f538b027
